Comment[SPOT_ID]	Comment[CONTROL_TYPE]	Comment[ORF]	Comment[GENE_NAME]	Comment[ACCESSION_STRING]	Reporter Comment
	FALSE	yqiI	conserved protein	cmr|b3048|asap|ABE-0010005	orf, hypothetical protein [b3048]
	FALSE	ychQ	predicted transcriptional regulator	cmr|b1213|asap|ABE-0004071	orf, hypothetical protein [b1213]
	FALSE	ECs1376	hypothetical protein	cmr|ECs1376|asap|ACA-0131318	hypothetical protein [ECs1376]
cmr|c_0022|asap|ABR-0076082	FALSE			cmr|c_0022|asap|ABR-0076082	Hypothetical protein [c_0022]
cmr|c_2609|asap|ABR-0078743	FALSE			cmr|c_2609|asap|ABR-0078743	Hypothetical protein [c_2609]
	FALSE	fecR	KpLE2 phage-like element; transmembrane signal transducer for ferric citrate transport	cmr|b4292|asap|ABE-0014070	regulator for fec operon, periplasmic [b4292]
	FALSE	yghA	predicted glutathionylspermidine synthase, with NAD(P)-binding Rossmann-fold domain	cmr|b3003|asap|ABE-0009859	putative oxidoreductase [b3003]
	FALSE	polA	DNA polymerase I	cmr|Z5398|asap|ABH-0029005	DNA polymerase I, 3 --> 5 polymerase [Z5398]
	FALSE	ECs3122	putative transcriptional regulator	cmr|ECs3122|asap|ACA-0133132	putative transcriptional regulator [ECs3122]
asap|ABH-0285131	FALSE			asap|ABH-0285131	ren protein []
	FALSE	Z2241	hypothetical protein	cmr|Z2241|asap|ABH-0026014	orf Unknown function [Z2241]
cmr|c_0938|asap|ABR-0077029	FALSE			cmr|c_0938|asap|ABR-0077029	Hypothetical protein [c_0938]
	FALSE	Z2082	putative transposase within CP-933O; partial	cmr|Z2082|asap|ABH-0025861	putative transposase within CP-933O partial [Z2082]
cmr|c_4280|cmr|c_4282|asap|ABR-0080456|asap|ABR-0080458	FALSE			cmr|c_4280|cmr|c_4282|asap|ABR-0080456|asap|ABR-0080458	Putative xylulose kinase [c_4280]
	FALSE	eutH	ethanolamine utilization; homolog of Salmonella putative transport protein	cmr|Z3708|asap|ABH-0027416	ethanolamine utilization homolog of Salmonella putative transport [Z3708]
	FALSE	ymdB	conserved protein	cmr|b1045|asap|ABE-0003549	putative polyprotein [b1045]
	FALSE	artM	arginine transporter subunit	cmr|b0861|asap|ABE-0002931	arginine 3rd transport system permease protein [b0861]
	FALSE	Z5475	hypothetical protein	cmr|Z5475|asap|ABH-0029082	orf Unknown function [Z5475]
	FALSE	rne	fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein	cmr|b1084|asap|ABE-0003668	RNase E, membrane attachment, mRNA turnover, maturation 5S RNA [b1084]
cmr|c_1198|asap|ABR-0077293	FALSE			cmr|c_1198|asap|ABR-0077293	Conserved hypothetical protein [c_1198]
	FALSE	yhbE	conserved inner membrane protein	cmr|b3184|asap|ABE-0010464	orf, hypothetical protein [b3184]
	FALSE	nikD	nickel transporter ATP-binding protein	cmr|c_4272|asap|ABR-0080448	Nickel transport ATP-binding protein nikD [c_4272]
	FALSE	motA	proton conductor component of flagella motor	cmr|b1890|asap|ABE-0006299	proton conductor component of motor; no effect on switching [b1890]
	FALSE	ybjP	predicted lipoprotein	cmr|Z1095|asap|ABH-0024919	putative enzyme [Z1095]
	FALSE	ECs0885	putative SAM-dependent methyltransferase	cmr|ECs0885|asap|ACA-0130798	hypothetical protein [ECs0885]
	FALSE	cytR	DNA-binding transcriptional dual regulator	cmr|b3934|asap|ABE-0012853	regulator for deo operon, udp, cdd, tsx, nupC, and nupG [b3934]
	FALSE	rfbB	dTDP-glucose 4,6 dehydratase, NAD(P)-binding	cmr|b2041|asap|ABE-0006766	dTDP-glucose 4,6 dehydratase [b2041]
cmr|c_5176|asap|ABR-0081384	FALSE			cmr|c_5176|asap|ABR-0081384	Putative Transposase within prophage [c_5176]
cmr|b3808	FALSE			cmr|b3808	orf, hypothetical protein [b3808]
cmr|c_4924|asap|ABR-0081122	FALSE			cmr|c_4924|asap|ABR-0081122	Putative hippuricase [c_4924]
	FALSE	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	cmr|b3930|asap|ABE-0012841	1,4-dihydroxy-2-naphthoate --> dimethylmenaquinone [b3930]
cmr|c_1536|asap|ABR-0077646	FALSE			cmr|c_1536|asap|ABR-0077646	Putative recombination protein Bet of prophage [c_1536]
	FALSE	yqjF	Hypothetical protein yqjF	cmr|c_3859|asap|ABR-0080031	Hypothetical protein yqjF [c_3859]
	FALSE	ECs4551	hypothetical protein	cmr|ECs4551|asap|ACA-0134629	hypothetical protein [ECs4551]
	FALSE	yheV	predicted protein	asap|ABE-0285072	predicted protein [b4551]
	FALSE	galR	DNA-binding transcriptional repressor	cmr|c_3434|asap|ABR-0079593	Galactose operon repressor [c_3434]
cmr|c_4720|asap|ABR-0080916	FALSE			cmr|c_4720|asap|ABR-0080916	Hypothetical protein [c_4720]
	FALSE	tra8_3	IS30 transposase	cmr|Z3936|cmr|Z2993|asap|ABH-0027613|asap|ABH-0026732	IS30 transposase [Z3936]
	FALSE	ECs4949	hypothetical protein	cmr|ECs4949|asap|ACA-0135061	hypothetical protein [ECs4949]
	FALSE	hemN	coproporphyrinogen III oxidase	cmr|c_4816|asap|ABR-0081015	Oxygen-independent coproporphyrinogen III oxidase [c_4816]
	FALSE	phnP	carbon-phosphorus lyase complex accessory protein	cmr|c_5098|asap|ABR-0081305	PhnP protein [c_5098]
cmr|c_4743|asap|ABR-0080939	FALSE			cmr|c_4743|asap|ABR-0080939	Hypothetical protein [c_4743]
	FALSE	nrfE	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE	cmr|b4074|asap|ABE-0013350	formate-dependent nitrite reductase; possible assembly function [b4074]
	FALSE	hcaA2	3-phenylpropionate dioxygenase subunit beta	cmr|Z3810|asap|ABH-0027510	small terminal subunit of phenylpropionate dioxygenase [Z3810]
	FALSE	ybbJ	hypothetical protein	cmr|Z0641|asap|ABH-0024495	orf, hypothetical protein [Z0641]
	FALSE	ECs3933	hypothetical protein	cmr|ECs3933|asap|ACA-0133990	putative membrane protein [ECs3933]
	FALSE	ECs4502	putative UDP-glucose:(galactosyl) LPS alpha1,2-glucosyltransferase	cmr|ECs4502|asap|ACA-0134576	putative UDP-glucose: [ECs4502]
	FALSE	actP	acetate permease	cmr|Z5666|asap|ABH-0029241	putative transport protein [Z5666]
cmr|ECs3628|asap|ACA-0133664	FALSE			cmr|ECs3628|asap|ACA-0133664	putative transport protein [ECs3628]
	FALSE	atpH	F1 sector of membrane-bound ATP synthase, delta subunit	cmr|b3735|asap|ABE-0012215	membrane-bound ATP synthase, F1 sector, delta-subunit [b3735]
cmr|c_3676|asap|ABR-0079846	FALSE			cmr|c_3676|asap|ABR-0079846	Hypothetical protein yeeU [c_3676]
	FALSE	ECs2975	antitermination protein	cmr|ECs2975|cmr|ECs1203|asap|ACA-0131125|asap|ACA-0132983	antitermination protein [ECs2975]
	FALSE	sodB	superoxide dismutase	cmr|c_2050|asap|ABR-0078165	Superoxide dismutase [c_2050]
	FALSE	agaB	N-acetylgalactosamine-specific enzyme IIB component of PTS	cmr|b3138|asap|ABE-0010310	PTS system, cytoplasmic, N-acetylgalactosamine-specific IIB component 1 [b3138]
	FALSE	ECs4643	hypothetical protein	cmr|ECs4643|asap|ACA-0134721	hypothetical protein [ECs4643]
	FALSE	gspK	general secretory pathway component, cryptic	cmr|b3332|asap|ABE-0010894	putative export protein J for general secretion pathway [b3332]
	FALSE	ycgW	hypothetical protein	cmr|c_1429|asap|ABR-0077537	Enhancing lycopene biosynthesis protein 1 [c_1429]
cmr|c_3637|asap|ABR-0079806	FALSE			cmr|c_3637|asap|ABR-0079806	Putative sialic acid transporter [c_3637]
	FALSE	kgtP	alpha-ketoglutarate transporter	cmr|b2587|asap|ABE-0008515	alpha-ketoglutarate permease [b2587]
	FALSE	ECs2240	putative tail length tape measure protein	cmr|ECs2240|cmr|ECs1803|cmr|ECs1553|cmr|ECs1983	putative tail length tape measure protein [ECs2240]
	FALSE	ECs1401	hypothetical protein	cmr|ECs1401|asap|ACA-0131347	hypothetical protein [ECs1401]
	FALSE	pstA	phosphate transporter subunit	cmr|b3726|asap|ABE-0012184	high-affinity phosphate-specific transport system [b3726]
	FALSE	entS	predicted transporter	cmr|b0591|asap|ABE-0002036	putative transport [b0591]
	FALSE	ECs0280	putative tail fiber protein	cmr|ECs0280|asap|ACA-0130169	putative tail fiber protein [ECs0280]
	FALSE	rssB	response regulator of RpoS	cmr|b1235|asap|ABE-0004147	Hnr protein [b1235]
	FALSE	frr	ribosome recycling factor	cmr|Z0183|asap|ABH-0024088	ribosome releasing factor [Z0183]
cmr|c_5196|asap|ABR-0081405	FALSE			cmr|c_5196|asap|ABR-0081405	Transposase insC for insertion element IS2A/D/F/H/I/K [c_5196]
	FALSE	ECs2762	putative phage replication protein	cmr|ECs2762|asap|ACA-0132757	putative phage replication protein [ECs2762]
--DCP_1_11	pos				
--DCP_1_4	pos				
cmr|c_2408|asap|ABR-0078531	FALSE			cmr|c_2408|asap|ABR-0078531	Hypothetical protein [c_2408]
	FALSE	dapE	N-succinyl-diaminopimelate deacylase	cmr|b2472|asap|ABE-0008142	N-succinyl-diaminopimelate deacylase [b2472]
	FALSE	mokB	regulatory peptide	cmr|b1420|asap|ABE-0047283|asap|ABE-0004738	orf, hypothetical protein [b1420]
	FALSE	Z1770	unknown protein encoded by prophage CP-933N	cmr|Z1770|asap|ABH-0025568	unknown protein encoded by prophage CP-933N [Z1770]
cmr|c_3175|asap|ABR-0079324	FALSE			cmr|c_3175|asap|ABR-0079324	Hypothetical protein [c_3175]
cmr|c_1692|asap|ABR-0077803	FALSE			cmr|c_1692|asap|ABR-0077803	Hypothetical protein [c_1692]
	FALSE	dinJ	predicted antitoxin of YafQ-DinJ toxin-antitoxin system	cmr|b0226|asap|ABE-0000764	damage-inducible protein J [b0226]
	FALSE	yfdQ	CPS-53 (KpLE1) prophage; predicted protein	cmr|b2360|asap|ABE-0007788	orf, hypothetical protein [b2360]
cmr|c_4053|asap|ABR-0080229	FALSE			cmr|c_4053|asap|ABR-0080229	Zn [c_4053]
cmr|c_5371|asap|ABR-0081586	FALSE			cmr|c_5371|asap|ABR-0081586	Prophage P4 integrase [c_5371]
	FALSE	rpsM	30S ribosomal subunit protein S13	cmr|b3298|asap|ABE-0010809	30S ribosomal subunit protein S13 [b3298]
	FALSE	yajK	thiamine biosynthesis protein ThiI	cmr|Z0526|asap|ABH-0024419	putative oxidoreductase [Z0526]
cmr|c_3487|asap|ABR-0079648	FALSE			cmr|c_3487|asap|ABR-0079648	Hypothetical protein [c_3487]
	FALSE	acrB	multidrug efflux system protein	cmr|b0462|asap|ABE-0001601	acridine efflux pump [b0462]
	FALSE	pinO	chromosome replication protein PioO	cmr|c_4093|asap|ABR-0080269	PioO protein [c_4093]
	FALSE	gltJ	glutamate and aspartate transporter subunit	cmr|b0654|asap|ABE-0002239	glutamate/aspartate transport system permease [b0654]
cmr|ECs0550|asap|ACA-0130442	FALSE			cmr|ECs0550|asap|ACA-0130442	hypothetical protein [ECs0550]
	FALSE	ECs2869	hypothetical protein	cmr|ECs2869|asap|ACA-0132874	hypothetical protein [ECs2869]
cmr|c_4284|asap|ABR-0080460	FALSE			cmr|c_4284|asap|ABR-0080460	Putative aldolase [c_4284]
	FALSE	eutA	reactivating factor for ethanolamine ammonia lyase	cmr|b2451|asap|ABE-0008079	orf, hypothetical protein [b2451]
cmr|c_2440|asap|ABR-0078566	FALSE			cmr|c_2440|asap|ABR-0078566	Hypothetical protein [c_2440]
	FALSE	btuR	cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase	cmr|b1270|asap|ABE-0004261	cob [b1270]
cmr|b2656|asap|ABE-0174112	FALSE			cmr|b2656|asap|ABE-0174112	orf, hypothetical protein [b2656]
cmr|c_0748|asap|ABR-0076824	FALSE			cmr|c_0748|asap|ABR-0076824	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase [c_0748]
	FALSE	ECs1995	hypothetical protein	cmr|ECs1995|cmr|ECs2155|cmr|ECs3488|asap|ACA-0131963	hypothetical protein [ECs1995]
	FALSE	Z1345	antitermination protein Q homolog of cryptic prophage CP-933M	cmr|Z1345|asap|ABH-0025160	antitermination protein Q homolog of cryptic prophage [Z1345]
	FALSE	ydhL	Hypothetical protein ydhL precursor	cmr|c_2040|asap|ABR-0078155	Hypothetical protein ydhL precursor [c_2040]
	FALSE	Z3231	hypothetical protein	cmr|Z3231|asap|ABH-0026956	orf Not classified [Z3231]
	FALSE	speB	agmatinase	cmr|b2937|asap|ABE-0009632	agmatinase [b2937]
cmr|c_3154|asap|ABR-0079303	FALSE			cmr|c_3154|asap|ABR-0079303	Putative tail component of prophage [c_3154]
	FALSE	yqfE	pseudo	cmr|b2915	orf, hypothetical protein [b2915]
	FALSE	Z1169	hypothetical protein	cmr|Z1169|cmr|Z1608|asap|ABH-0024992|asap|ABH-0025414	orf Unknown function [Z1169]
	FALSE	ygfS	putative oxidoreductase, Fe-S subunit	cmr|Z4224|asap|ABH-0027896	putative oxidoreductase, Fe-S subunit [Z4224]
cmr|c_1541|asap|ABR-0077651	FALSE			cmr|c_1541|asap|ABR-0077651	Putative single-stranded DNA binding protein of prophage [c_1541]
	FALSE	maa	maltose O-acetyltransferase	cmr|b0459|asap|ABE-0001591	putative transferase [b0459]
cmr|c_3242|asap|ABR-0079392	FALSE			cmr|c_3242|asap|ABR-0079392	Hypothetical protein [c_3242]
cmr|c_0307|asap|ABR-0076380	FALSE			cmr|c_0307|asap|ABR-0076380	Hypothetical protein [c_0307]
	FALSE	ECs1726	DNA-binding response regulator in two-component regulatory system with NarX (or NarQ)	cmr|ECs1726|asap|ACA-0131678	nitrate/nitrite response regulator protein NarL [ECs1726]
	FALSE	Z0252	hypothetical protein	cmr|Z0252|asap|ABH-0024144	orf Unknown function [Z0252]
	FALSE	nudC	NADH pyrophosphatase	cmr|ECs4919|asap|ACA-0135027	hypothetical protein [ECs4919]
	FALSE	ECs2716	hypothetical protein	cmr|ECs2716|cmr|ECs3489|cmr|ECs2940|asap|ACA-0132707	hypothetical protein [ECs2716]
	FALSE	fliY	cystine transporter subunit	cmr|b1920|asap|ABE-0006392	putative periplasmic binding transport protein [b1920]
	FALSE	ybiN	putative SAM-dependent methyltransferase	cmr|c_0892|asap|ABR-0076983	Hypothetical protein ybiN [c_0892]
	FALSE	Z4066	hypothetical protein	cmr|Z4066|asap|ABH-0027737	orf hypothetical protein [Z4066]
	FALSE	tolC	transport channel	cmr|b3035|asap|ABE-0009965	outer membrane channel; specific tolerance to colicin E1; segregation of daughter chromosomes [b3035]
	FALSE	fepD	iron-enterobactin transporter membrane protein	cmr|c_0677|asap|ABR-0076753	Ferric enterobactin transport system permease protein fepD [c_0677]
cmr|c_0823|asap|ABR-0076907	FALSE			cmr|c_0823|asap|ABR-0076907	Putative conserved protein [c_0823]
	FALSE	gsiB	predicted peptide transporter subunit: periplasmic-binding component of ABC superfamily	cmr|b0830|asap|ABE-0002832	putative transport protein [b0830]
	FALSE	acnB	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	cmr|b0118|asap|ABE-0000411	aconitate hydrase B [b0118]
	FALSE	L7096	putative transposase	asap|ABH-0244179|asap|ABH-0244170	putative transposase [L7096]
cmr|c_0080|asap|ABR-0076141	FALSE			cmr|c_0080|asap|ABR-0076141	Hypothetical protein [c_0080]
cmr|c_1260|asap|ABR-0077361	FALSE			cmr|c_1260|asap|ABR-0077361	Putative Transposase [c_1260]
	FALSE	sfmA	predicted fimbrial-like adhesin protein	cmr|b0530|asap|ABE-0001825	putative fimbrial-like protein [b0530]
	FALSE	Z3116	unknown protein encoded within prophage CP-933U	cmr|Z3116|asap|ABH-0026843	unknown protein encoded within prophage CP-933U [Z3116]
	FALSE	intL	putative integrase for prophage 933L and the LEE pathogenicity island	cmr|Z5087|asap|ABH-0028732	putative integrase for prophage 933L and the [Z5087]
	FALSE	Z1964	putative iron compound ABC transporter, ATP-binding protein	cmr|Z1964|asap|ABH-0025754	putative iron compound ABC transporter, ATP-binding protein [Z1964]
	FALSE	yjjW	Hypothetical protein yjjW	cmr|c_5462|asap|ABR-0081681	Hypothetical protein yjjW [c_5462]
	FALSE	araC	DNA-binding transcriptional dual regulator	cmr|b0064|asap|ABE-0000236	transcriptional regulator for ara operon [b0064]
	FALSE	mrcA	fused penicillin-binding protein 1a: murein transglycosylase/murein transpeptidase	cmr|b3396|asap|ABE-0011082	peptidoglycan synthetase; penicillin-binding protein 1A [b3396]
	FALSE	ECs4604	regulatory protein UhpC	cmr|ECs4604|asap|ACA-0134682	regulator of uhpT [ECs4604]
	FALSE	ECs1375	hypothetical protein	cmr|ECs1375|asap|ACA-0131317	hypothetical protein [ECs1375]
	FALSE	ECs2796	hypothetical protein	cmr|ECs2796|cmr|ECs1397|asap|ACA-0131343|asap|ACA-0132799	hypothetical protein [ECs2796]
	FALSE	ygdD	conserved inner membrane protein	cmr|b2807|asap|ABE-0009199	orf, hypothetical protein [b2807]
cmr|c_0640|asap|ABR-0076715	FALSE			cmr|c_0640|asap|ABR-0076715	Conserved hypothetical protein [c_0640]
	FALSE	ECs1229	hypothetical protein	cmr|ECs1229|cmr|ECs0845|cmr|ECs2157|cmr|ECs2716	hypothetical protein [ECs1229]
	FALSE	ECs4702	acetolactate synthase 2 catalytic subunit	cmr|ECs4702|asap|ACA-0134786	acetolactate synthase II large subunit [ECs4702]
	FALSE	yigL	predicted hydrolase	cmr|b3826|asap|ABE-0012500	orf, hypothetical protein [b3826]
	FALSE	ECs3213	chorismate synthase	cmr|ECs3213|asap|ACA-0133224	chorismate synthase [ECs3213]
	FALSE	artJ	arginine 3rd transport system periplasmic binding protein	cmr|Z1090|asap|ABH-0024914	arginine 3rd transport system periplasmic binding protein [Z1090]
	FALSE	ECs4385	ShuY-like protein	cmr|ECs4385|asap|ACA-0134457	ShuY-like protein [ECs4385]
	FALSE	dnaA	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	cmr|b3702|asap|ABE-0012103	DNA biosynthesis; initiation of chromosome replication; can be transcription regulator [b3702]
	FALSE	Z5839	putative ATP-binding component of ABC transporter	cmr|Z5839|asap|ABH-0029409	putative ATP-binding component of ABC transporter [Z5839]
	FALSE	gnd	6-phosphogluconate dehydrogenase	cmr|c_2556|asap|ABR-0078690	6-phosphogluconate dehydrogenase, decarboxylating [c_2556]
cmr|c_5373|asap|ABR-0081588	FALSE			cmr|c_5373|asap|ABR-0081588	Hypothetical protein [c_5373]
	FALSE	Z1556	hypothetical protein	cmr|Z1556|asap|ABH-0025361	orf Unknown function [Z1556]
	FALSE	Z1137	hypothetical protein	cmr|Z1137|cmr|Z1576|asap|ABH-0024960|asap|ABH-0025382	orf Unknown function [Z1137]
	FALSE	frdB	fumarate reductase (anaerobic), Fe-S subunit	cmr|b4153|asap|ABE-0013602	fumarate reductase, anaerobic, iron-sulfur protein subunit [b4153]
	FALSE	puuA	gamma-Glu-putrescine synthase	cmr|b1297|asap|ABE-0004365	putative glutamine synthetase [b1297]
	FALSE	yhjJ	hypothetical protein	cmr|Z4941|asap|ABH-0028587	orf, hypothetical protein [Z4941]
	FALSE	ECs2209	putative repressor protein	cmr|ECs2209|asap|ACA-0132182	putative repressor protein [ECs2209]
asap|ABH-0285234	FALSE			asap|ABH-0285234	predicted non-LEE-encoded type III secreted effector []
	FALSE	murB	UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding	cmr|b3972|asap|ABE-0012999	UDP-N-acetylenolpyruvoylglucosamine reductase [b3972]
	FALSE	Z1185	hypothetical protein	cmr|Z1185|cmr|Z1624|asap|ABH-0025008|asap|ABH-0025430	orf Unknown function [Z1185]
cmr|c_1714|asap|ABR-0077828	FALSE			cmr|c_1714|asap|ABR-0077828	Hypothetical protein [c_1714]
	FALSE	xylA	D-xylose isomerase	cmr|b3565|asap|ABE-0011639	D-xylose isomerase [b3565]
	FALSE	ECs4957	hypothetical protein	cmr|ECs4957|asap|ACA-0135069	hypothetical protein [ECs4957]
	FALSE	molR_A	putative regulator (fragment)	cmr|Z3283|asap|ABH-0027009	putative regulator [Z3283]
cmr|ECs3450|asap|ACA-0133469	FALSE			cmr|ECs3450|asap|ACA-0133469	hypothetical protein [ECs3450]
	FALSE	ECs0306	putative oxidoreductase	cmr|ECs0306|asap|ACA-0130196	putative oxidoreductase [ECs0306]
	FALSE	ECs3095	putative nitrate reductase 3	cmr|ECs3095|asap|ACA-0133104	probable nitrate reductase 3 [ECs3095]
cmr|c_0953|asap|ABR-0077044	FALSE			cmr|c_0953|asap|ABR-0077044	Terminase, endonuclease subunit [c_0953]
	FALSE	ECs2992	hypothetical protein	cmr|ECs2992|asap|ACA-0133000	putative membrane protein [ECs2992]
	FALSE	ygcO	Ferredoxin-like protein ygcO	cmr|c_3326|asap|ABR-0079482	Ferredoxin-like protein ygcO [c_3326]
	FALSE	murG	N-acetylglucosaminyl transferase	cmr|b0090|asap|ABE-0000322	UDP-N-acetylglucosamine:N-acetylmuramyl- [b0090]
	FALSE	Z2510	putative transcriptional repressor	cmr|Z2510|asap|ABH-0026248	putative transcriptional repressor [Z2510]
	FALSE	Z3787	hypothetical protein	cmr|Z3787|asap|ABH-0027491	orf, hypothetical protein [Z3787]
	FALSE	Z1485	unknown protein encoded by bacteriophage BP-933W	cmr|Z1485|asap|ABH-0025294	unknown protein encoded by bacteriophage BP-933W [Z1485]
	FALSE	yehU	predicted sensory kinase in two-component system with YehT	cmr|b2126|asap|ABE-0007027	putative 2-component sensor protein [b2126]
	FALSE	ynfL	predicted DNA-binding transcriptional regulator	cmr|b1595|asap|ABE-0005326	putative transcriptional regulator LYSR-type [b1595]
	FALSE	yrbB	predicted protein	cmr|b3191|asap|ABE-0010487	orf, hypothetical protein [b3191]
	FALSE	ECs4562	hypothetical protein	cmr|ECs4562|asap|ACA-0134640	hypothetical protein [ECs4562]
	FALSE	murF	UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase	cmr|b0086|asap|ABE-0000313	D-alanine:D-alanine-adding enzyme [b0086]
cmr|c_5376|asap|ABR-0081591	FALSE			cmr|c_5376|asap|ABR-0081591	Hypothetical protein [c_5376]
	FALSE	ybfM	predicted outer membrane porin	cmr|b0681|asap|ABE-0002323	orf, hypothetical protein [b0681]
	FALSE	Z3272	hypothetical protein	cmr|Z3272|asap|ABH-0026998	orf Unknown function [Z3272]
	FALSE	Z3307	partial putative tail fiber protein encoded within prophage CP-933V	cmr|Z3307|cmr|Z1483|cmr|Z2340|asap|ABH-0027034	partial putative tail fiber protein encoded within [Z3307]
	FALSE	htrE	predicted outer membrane usher protein	cmr|Z0150|asap|ABH-0024056	putative fimbrial usher protein [Z0150]
	FALSE	yeaE	predicted oxidoreductase	cmr|b1781|asap|ABE-0005925	putative an aldehyde reductase [b1781]
	FALSE	ygiY	sensor protein QseC	cmr|c_3765|asap|ABR-0079936	Sensor protein qseC [c_3765]
